class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10
Jab,0.5808279514312744,0.5428078174591064,-0.8718870282173157,0.99395751953125,0.39621666073799133,0.5296999216079712,-0.7489117383956909,0.9990430474281311,0.6526239514350891,0.6499814987182617,-0.5614858269691467,0.9947156310081482,0.33299094438552856,0.7289326190948486,-0.46902474761009216,0.9971996545791626,-0.06247487664222717,0.09035763144493103,0.0,0.0,0.12213641405105591,0.10346552729606628,0.0,0.0,125.0,25.0,0.0,0.0,-3.0,50.0,0.0,0.0,7.0,19.0,0.0,0.0,-121.0,56.0,0.0,0.0
Jab,0.6240159273147583,0.44422009587287903,-0.4586432874202728,0.9641832113265991,0.401233047246933,0.4417342245578766,-0.48087650537490845,0.9981240034103394,0.6730188131332397,0.44788867235183716,-0.31573960185050964,0.989821195602417,0.34859785437583923,0.6473802924156189,-0.22636720538139343,0.9955085515975952,-0.06040525436401367,0.08071640133857727,0.0,0.0,0.16237762570381165,0.08320227265357971,0.0,0.0,141.0,15.0,0.0,0.0,13.0,60.0,0.0,0.0,-2.0,14.0,0.0,0.0,-130.0,61.0,0.0,0.0
Jab,0.6272374391555786,0.4250563681125641,-0.6522815823554993,0.9670132994651794,0.400973379611969,0.41871321201324463,-0.5654639005661011,0.998300313949585,0.6699115037918091,0.43055465817451477,-0.34899792075157166,0.990734338760376,0.3444678485393524,0.6199085712432861,-0.27805325388908386,0.995927631855011,-0.06156039237976074,0.0890243649482727,0.0,0.0,0.16470366716384888,0.09536752104759216,0.0,0.0,145.0,21.0,0.0,0.0,17.0,54.0,0.0,0.0,0.0,17.0,0.0,0.0,-128.0,58.0,0.0,0.0
Jab,0.6304539442062378,0.42085668444633484,-0.7453078627586365,0.9649144411087036,0.4040702283382416,0.3857880234718323,-0.5909218192100525,0.9983294606208801,0.6988682150840759,0.42336925864219666,-0.4668222963809967,0.9909335374832153,0.34291696548461914,0.6167141795158386,-0.29423174262046814,0.9958652257919312,-0.07065510749816895,0.08930480480194092,0.0,0.0,0.15572860836982727,0.12437346577644348,0.0,0.0,146.0,35.0,0.0,0.0,13.0,40.0,0.0,0.0,1.0,18.0,0.0,0.0,-132.0,57.0,0.0,0.0
Jab,0.5668877363204956,0.5090078115463257,-0.7479984760284424,0.9683778285980225,0.3933086693286896,0.4984365701675415,-0.6367223858833313,0.9984835982322693,0.6216961145401001,0.6625822186470032,-0.4939943253993988,0.9915801286697388,0.3259028196334839,0.6974385380744934,-0.27460840344429016,0.9962131977081299,-0.07097065448760986,0.10109308362007141,0.0,0.0,0.10260841250419617,0.11166432499885559,0.0,0.0,113.0,29.0,0.0,0.0,-22.0,46.0,0.0,0.0,2.0,24.0,0.0,0.0,-133.0,51.0,0.0,0.0
Jab,0.6360054016113281,0.5302923321723938,-0.6219232082366943,0.9714218974113464,0.4865318834781647,0.5195646286010742,-0.6415349245071411,0.9986132383346558,0.6800274848937988,0.6425510048866272,-0.4465886056423187,0.9922450184822083,0.42328301072120667,0.720046877861023,-0.21340295672416687,0.9964909553527832,-0.05776306986808777,0.10239475965499878,0.0,0.0,0.09171044826507568,0.11312246322631836,0.0,0.0,90.0,29.0,0.0,0.0,-31.0,46.0,0.0,0.0,-6.0,24.0,0.0,0.0,-127.0,51.0,0.0,0.0
Jab,0.5258702039718628,0.5321785807609558,-0.4794383943080902,0.9740704894065857,0.4574143886566162,0.5195224285125732,-0.536580502986908,0.9985709190368652,0.5901921391487122,0.6535720229148865,-0.379436194896698,0.9926769137382507,0.3835775852203369,0.7183181643486023,-0.14513884484767914,0.9966418147087097,-0.023762285709381104,0.10046136379241943,0.0,0.0,0.04469352960586548,0.113117516040802,0.0,0.0,31.0,29.0,0.0,0.0,-77.0,46.0,0.0,0.0,-13.0,23.0,0.0,0.0,-121.0,52.0,0.0,0.0
Jab,0.4908889830112457,0.7176223397254944,-0.6224273443222046,0.9669238924980164,0.4442494511604309,0.6794396042823792,-0.5168685913085938,0.9925466775894165,0.5254164338111877,0.7810441851615906,-0.34587520360946655,0.9806106686592102,0.3761117160320282,0.7836936116218567,-0.21213150024414062,0.9883232712745667,-0.009711384773254395,0.06762194633483887,0.0,0.0,0.036928147077560425,0.1058046817779541,0.0,0.0,29.0,104.0,0.0,0.0,-28.0,49.0,0.0,0.0,-1.0,86.0,0.0,0.0,-58.0,67.0,0.0,0.0
Jab,0.6124922037124634,0.6235215663909912,-0.7506943941116333,0.9587748050689697,0.4771934449672699,0.606128454208374,-0.4990047514438629,0.9921861290931702,0.6363903284072876,0.6668874025344849,-0.5391989946365356,0.980126678943634,0.4012905955314636,0.7813581228256226,-0.18008625507354736,0.989073634147644,-0.033807605504989624,0.043615102767944336,0.0,0.0,0.10149115324020386,0.06100821495056152,0.0,0.0,97.0,59.0,0.0,0.0,-7.0,71.0,0.0,0.0,11.0,50.0,0.0,0.0,-93.0,80.0,0.0,0.0
Jab,0.4755733609199524,0.7263619899749756,-0.9254093170166016,0.9606214165687561,0.3792225420475006,0.6792842149734497,-0.8431943655014038,0.9924544095993042,0.5235391855239868,0.7409261465072632,-0.5182099342346191,0.9780378937721252,0.2913389801979065,0.8067774176597595,-0.4518410563468933,0.9897632598876953,-0.03967398405075073,0.05091637372970581,0.0,0.0,0.05667683482170105,0.09799414873123169,0.0,0.0,82.0,108.0,0.0,0.0,-28.0,53.0,0.0,0.0,20.0,86.0,0.0,0.0,-90.0,75.0,0.0,0.0
